Document	Raw	to_grade	from_grade			
AR-130-186196	"'أصبحت وسائل التواصل الاجتماعي وتأثيرها المتزايد على الأفراد والمجتمعات جسراً للقوة الهائلة، مما أدى في بعض الحالات إلى إدمان بعض المراهقين على هذه الوسائل، وبالتالي الإصابة بأمراض نفسية. أصبح الأشخاص غير مبالين بالوقت الذي يقضونه على الإنترنت أو التطبيقات الاجتماعية، مما أدى إلى الانفصال عن العلاقات الأسرية أو بشكل أدق، الانفصال عن العالم الحقيقي.

وسائل التواصل الاجتماعي لها تأثير ثنائي الحد على الأفراد، تأثير إيجابي وتأثير سلبي. من الناحية الإيجابية، يمكن للأشخاص التواصل بسهولة مع أفراد عائلاتهم أو أصدقائهم في جميع أنحاء العالم، كما يمكنهم اكتساب المعرفة وجمع المعلومات القيمة من خلال هذه الوسائل. 

من الناحية السلبية، أصبح الجميع اليوم معزولين عن زيارة الأصدقاء أو الأهل، الجميع متحصن في غرفه، بعيداً عن باقي أفراد الأسرة، مما يؤدي إلى انعزال الفرد وكرهه لحضور المناسبات العائلية أو الاجتماعات الاجتماعية. العامل السلبي الثاني هو أن وسائل التواصل الاجتماعي يمكن أن تؤدي إلى إدمان بعض الأشياء، مثل المخدرات أو الكحول، وذلك يحدث من خلال بيع المخدرات على مواقع التواصل الاجتماعي.

في بعض الأحيان، قد يتعرض الأفراد لمشكلات قانونية بسبب وسائل التواصل الاجتماعي، حيث تم تطبيق قوانين في بعض الدول لمنع الإساءة أو التنمر، وهذا قد يعرضك للمسائلة القانونية، السجن أو الغرامات.'"	C2	B1			
AR-130-187968	'في الايام الاخيرة، الانترنت كثير. الناس كثير يستخدمون الانترنت. بعض الناس يحبون الانترنت وبعض الناس لا يحبون. الشباب يستخدمون الانترنت كثير. الانترنت في كل مكان. الناس الان يتكلمون على الانترنت ولا يرون بعضهم. هذا ليس جيد. في الزمن القديم، العائلات كانت تجتمع وتتكلم مع بعضها. الاطفال كانوا يلعبون في الخارج. الان، الاطفال يستخدمون الانترنت ولا يلعبون. هذا يسبب مشاكل صحية مثل السمنة. الانترنت يضر بالدراسة لان الشباب لا يريدون الدراسة، يريدون الانترنت. لكن الانترنت يساعد الناس في العمل. الانترنت يجعل الاتصال اسهل. الناس يمكن ان يتكلمون على الانترنت. هذا جيد. الانترنت يساعد في المستشفيات والمواعيد. الانترنت يجعل الحياة اسهل. الناس يجب ان يعرفوا كيف يستخدمون الانترنت. يجب ان يعلموا الاطفال والكبار كيف يستخدمون الانترنت. الناس يجب ان لا يستخدمون الانترنت كل الوقت. يجب ان يستخدمون الانترنت فقط عندما يحتاجون. الوالدين يجب ان يعلموا ابنائهم كيف يستخدمون الانترنت. الانترنت له فوائد واضرار. الناس يجب ان يعرفوا الفرق بينهما.'	A1	B1			
AR-130-187968	"'في الوقت الأخير، ظهرت الانترنت بشكل كبير، وأثرت على الكثير من الناس والعائلات. بعض الناس استفادوا منها وبعضهم لا. أثرت على الشباب بشكل سيء جدا لأنهم يستخدمون الأجهزة الإلكترونية طوال الوقت. الناس الآن يتحدثون فقط عبر الأجهزة ويتجنبون اللقاءات العائلية. هذا خطأ. حتى في لقاءاتهم، يتحدثون عبر الأجهزة. الآن، الاتصال أصبح قليل جدا وكل شيء أصبح عبر الانترنت. 

في الماضي، في كل حدث، كانت العائلات تجتمع وتتحدث مع بعضها البعض والأطفال يلعبون في الخارج. الآن، الأطفال يجلسون ولا يعرفون شيئا غير الأجهزة الإلكترونية. هذا يسبب مشاكل صحية مثل السمنة ومشاكل القلب. هذا لأنهم لا يريدون القيام بأي شيء غير الجلوس. الانترنت أيضا لها تأثير سيء على الدراسة في المدرسة لأنهم لا يريدون فتح كتبهم. يريدون الأشياء الجاهزة. 

لكن الانترنت أيضا لها تأثير جيد على المجتمع. أصبح الاتصال أسهل للعاملين. أصبح أسهل للمدراء التحدث مع الموظفين. الجميع أصبحوا يتذكرون بعضهم من خلال الانترنت. هذا شيء جيد. أيضا في المستشفيات والمواعيد وفي كل شيء، أصبح الاتصال أسهل للجميع. 

يجب على الناس أن يعرفوا كيفية استخدام الانترنت. يجب عليهم تعليم الصغار والكبار كيفية الاتصال بشكل صحيح وليس طوال الوقت. يجب عليهم أن يعرفوا كيفية استخدامها فقط إذا كان ضروريا. ويجب على الآباء تعليم أطفالهم الطريقة الصحيحة. يجب أيضا أن يعرفوا الأضرار من البرامج والجلوس على الأجهزة لفترة طويلة. في النهاية، الانترنت لها أشياء سيئة وأشياء جيدة ويجب على الجميع أن يعرفوا الفرق بينهما.'"	A2	B1			
AR-130-187968	"في العقود الأخيرة، شهدنا توسعاً هائلاً في استخدام وسائل التواصل الاجتماعي، حيث أثرت بصورة ملموسة على الأفراد والأسر، وربما كان لها تأثيرات إيجابية وسلبية على الناس. ولكن من الواضح أنها أثرت بشكل سلبي على المراهقين بشكل خاص، حيث يقضون معظم وقتهم على الأجهزة الإلكترونية. اليوم، يتواصل الأفراد بشكل أساسي عبر هذه الأجهزة، وبدأوا يتجنبون التجمعات العائلية، مما يمثل تحولاً غير صحي حتى في الأماكن العامة، فالتواصل الوجاهي أصبح نادراً، وتحولت معظم الأنشطة إلى التواصل الرقمي.

في الماضي، كانت الأسر تجتمع في كل مناسبة، يتبادلون الأحاديث والأطفال يلعبون في الهواء الطلق. أما الآن، فالأطفال يقضون وقتهم في الداخل، مغرقين في الأجهزة الإلكترونية، وهذا السلوك يؤدي إلى ظهور مشاكل صحية مزمنة مثل السمنة وأمراض القلب، فقط لأنهم يرفضون القيام بأي شيء غير الجلوس. وبالإضافة إلى ذلك، فإن مواقع التواصل الاجتماعي لها تأثير سلبي على التحصيل الدراسي، لأن الطلاب يرفضون القيام بالجهد العقلي ويفضلون الحصول على المعلومات الجاهزة.

ومع ذلك، لا يمكننا إنكار الجوانب الإيجابية لوسائل التواصل الاجتماعي. أصبح التواصل أسهل بالنسبة لأولئك الذين يعملون، وأصبح من الأسهل على الإدارة التواصل مع الموظفين. في الواقع، أصبح الجميع يتذكرون بعضهم البعض من خلال التواصل الرقمي، وهذا يعد تقدماً إيجابياً. وبالإضافة إلى ذلك، في المستشفيات والمواعيد، أصبح التواصل أسهل للجميع.

لذا، يتعين على الناس أن يكتسبوا المعرفة حول كيفية استخدام هذه الوسائل بشكل صحيح. يجب أن يتم تعليم الأطفال والبالغين كيفية التواصل بطريقة صحية وليس طوال الوقت. يجب أن يكون هناك تمييز في كيفية استخدامها، إلا إذا كان ضرورياً. ويجب على الأهل تعليم أبنائهم الطريقة الصحيحة وأيضا عن الأضرار التي يمكن أن تنجم عن البرامج والجلوس عليها لفترات طويلة. في النهاية، لهذه الوسائل جوانب سلبية وإيجابية، ويتعين على الجميع التمييز بينهما."	C1	B1			
AR-130-187968	"'في الآونة الأخيرة، شهدنا تفشي وسائل التواصل الاجتماعي بطريقة غير مسبوقة، وقد أثرت بشكل ملموس على الكثير من الأفراد والعائلات. قد يكون تأثيرها إيجابياً على بعض الناس، ولكنه قد يكون سلبياً على الآخرين. بالأخص، تأثر المراهقون بشكل سلبي للغاية، حيث أصبحوا يقضون معظم وقتهم على الأجهزة الإلكترونية. الناس اليوم يتواصلون بشكل أساسي عبر هذه الأجهزة، وقد أصبحوا يتجنبون التجمعات العائلية، وهذا بالطبع سلوك غير صحيح. حتى عندما يتجمعون، يستمرون في استخدام أجهزتهم الإلكترونية. الآن، أصبح التواصل الوجهي نادراً، وكل شيء يتم عبر وسائل التواصل الاجتماعي.

في الماضي، كانت العائلات تجتمع وتتحادث في كل مناسبة، وكان الأطفال يلعبون في الخارج. ولكن الآن، الأطفال يقضون وقتهم على الأجهزة الإلكترونية، وهذا السلوك يؤدي إلى ظهور أمراض مزمنة مثل السمنة وأمراض القلب، بسبب قلة النشاط البدني. بالإضافة إلى ذلك، تأثير وسائل التواصل الاجتماعي سلبياً على التحصيل الدراسي للطلاب، حيث أصبحوا يعتمدون على المعلومات الجاهزة ولا يرغبون في التفكير النقدي.

ومع ذلك، يوجد تأثير إيجابي لوسائل التواصل الاجتماعي على المجتمع، حيث أصبح التواصل أسهل للأشخاص الذين يعملون. بالنسبة للمديرين، أصبح من الأسهل التواصل مع الموظفين. الجميع أصبحوا يتذكرون بعضهم البعض من خلال التواصل الاجتماعي، وهذا أمر جيد. كما أصبح التواصل أسهل في المستشفيات والمواعيد وفي جميع الأمور الأخرى.

من الضروري أن يكون الناس على دراية بكيفية استخدام هذه الوسائل بشكل صحيح، ويجب عليهم تعليم الأطفال والكبار كيفية التواصل بطريقة صحية ومتوازنة. يجب عليهم أيضاً تعليم الأطفال عن الأضرار المحتملة للبرامج والجلوس لفترات طويلة على الأجهزة الإلكترونية. في النهاية، يوجد جوانب سلبية وإيجابية لوسائل التواصل الاجتماعي، ويتوجب على الجميع التمييز بينهم. '"	C2	B1			
AR-130-188359	'الكلام مع الناس مهم اليوم. الكلام مع الناس يغير الناس و الشخص. الشخص يكون حزين من الكلام و بعض الأحيان يكون عنيف. الكلام يجعل فرق بين العائلة و الشخص و بين الناس.'	A1	B1			
AR-130-188359	'التواصل الاجتماعي هو من أكثر المواضيع الجدل في وقتنا. التواصل الاجتماعي له تأثير كبير على الناس و الفرد. يمكن أن يجعل الفرد يشعر بالحزن و الكآبة و في بعض الأحيان العنف. يمكن أن يسبب فجوة بين العائلة و الفرد و بين الناس.'	A2	B1			
AR-130-188359	'التواصل الاجتماعي قد أصبح الآن من بين القضايا الأكثر حدة وجدل في عصرنا الحالي. يتمتع التواصل الاجتماعي بتأثير ضخم ومتعدد الأوجه على المجتمع والأفراد. من الناحية الفردية، يمكن لتأثيره أن يسبب الاكتئاب والانعزال للفرد، وفي بعض الأحيان يمكن أن يؤدي إلى العنف. من الجانب المجتمعي، يمكن أن يتسبب في خلق فجوة بين الأفراد والعائلات وبين الأفراد أنفسهم. يتطلب الأمر توجيهاً وتوعية بالأخطار المحتملة للتواصل الاجتماعي والتأكد من أنه يتم استخدامه بطرق تعزز التفاعل الإيجابي والنمو الشخصي بدلاً من التأثير السلبي.'	C1	B1			
AR-130-188359	'التواصل الاجتماعي يُعَدُّ في الوقت الحاضر أحد أهم المواضيع المثيرة للجدل. يمتلك التواصل الاجتماعي تأثيراً ملموساً ومتنوعاً على كل من المجتمع والفرد. بالنسبة للأفراد، يمكن أن يسبب التواصل الاجتماعي الاكتئاب الشديد والشعور بالوحدة، وفي بعض الأحيان، يمكن أن يؤدي إلى التصرفات العنيفة. على صعيد المجتمع، يمكن أن يساهم التواصل الاجتماعي في خلق فجوة تفصل بين الأفراد وعائلاتهم وبين الأشخاص بشكل عام. يجب النظر في هذه التأثيرات السلبية والبحث عن طرق للتخفيف منها والتعامل معها بشكل فعّال.'	C2	B1			
AR-130-188826	'التواصل الاجتماعي مهم جدا في حياتنا. يستخدم الناس الكمبيوتر والهاتف للتحدث مع الآخرين. يمكننا إرسال الرسائل والصور. الانترنت مفيد ولكن لديه مشاكل. بعض الناس يستخدمون الانترنت لأشياء سيئة. يمكن أن يكون الانترنت خطيرا. ولكن الانترنت يمكن أن يكون جيدا أيضا. يمكننا تعلم أشياء جديدة ومقابلة أشخاص جدد. يمكننا بيع الأشياء على الانترنت. يمكننا مشاهدة الفيديوهات وتعلم الأشياء الجديدة. الانترنت مفيد للكثير من الأشياء.'	A1	B2			
AR-130-188826	' مواقع التواصل الاجتماعي مهمة في حياتنا اليوم. هي تساعدنا في الدراسة و التجارة و الطب. نستطيع التواصل مع الناس داخل و خارج الدولة بسهولة عن طريق الرسائل النصية او الصوت او الصورة. لكن هناك مشاكل مثل خصوصية الغير و فقدان التعامل مع الناس وقت القيادة. هذا قد يسبب حوادث. مواقع التواصل الاجتماعي لها مميزات ايضا. مثل زيادة التعارف و بيع المنتجات و السلع. يمكنك انشاء قناة في اليوتيب لنشر الثقافة و الفكر. هذا يساعد في تطوير الدول و مجتمع له فكر واسع. كل هذا بواسطة فيديو يتداول عبر المواقع التواصل الاجتماعي.'	A2	B2			
AR-130-188826	"'لقد لعبت مواقع التواصل الاجتماعي دوراً بارزاً في تطور مجتمعنا الحديث، وقد أثرت بشكل جلي على الفرد من خلال تعزيز التجارة والتعليم والطب. فقد فتحت أبواباً واسعة للتواصل عبر الحاسوب والهاتف المحمول، مما سهل الاتصال بالخارج وداخل الدولة عبر إرسال الرسائل النصية أو تسجيل الصوت أو الصورة. 

ومع ذلك، تتسم مواقع التواصل الاجتماعي بالعديد من السلبيات، مثل انتهاك الخصوصية والتهديدات المتعلقة بالمعلومات الشخصية للمستخدمين، بالإضافة إلى فقدان التواصل الحقيقي مع الناس خلف الشاشات. كما يمكن أن يؤدي الاستخدام المفرط لهذه المواقع إلى التشتت الذهني، مما قد يؤثر على القدرة على قيادة السيارة بشكل آمن، ويؤدي إلى حوادث ومشاكل أخرى.

وعلى الرغم من هذه السلبيات، فإن مواقع التواصل الاجتماعي تتمتع بالعديد من المزايا، مثل تعزيز التواصل والتعارف، وإنشاء حسابات لترويج المنتجات والسلع التي يتم تداولها على نطاق واسع. من خلال منصات التواصل الاجتماعي مثل سناب شات وإنستغرام، يمكنك إنشاء قناتك الخاصة على يوتيوب لنشر الوعي والثقافة الفكرية الراقية، التي قد تساهم بدور فعال في تعزيز تنمية مجتمع متقدم يمتلك فكراً واسعاً لإحداث العديد من الإنجازات العظيمة، وتطوير الدول بشكل مستمر. وكل هذا يمكن تحقيقه من خلال مقطع فيديو يتم تداوله عبر مواقع التواصل الاجتماعي، والذي يمكن الاستفادة منه ومشاركته للآخرين.'"	C1	B2			
