	Document	Sentence	POS	LEX	lemma#pos	readability
39967	AR-130-90095	دول	noun	دَوْلَة	دَوْلَة#noun	1
39968	AR-130-90095	العالم	noun	عالَم	عالَم#noun	1
39969	AR-130-90095	ل	prep	لِ	لِ#prep	1
39970	AR-130-90095	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
39971	AR-130-90095	نا	noun_prop	نا	نا#noun_prop	0
39972	AR-130-90095	في	prep	فِي	فِي#prep	1
39973	AR-130-90095	بلد	noun	بَلَد	بَلَد#noun	1
39974	AR-130-90095	مسالم	noun_prop	مسالم	مسالم#noun_prop	0
39975	AR-130-90095	و	conj	وَ	وَ#conj	1
39976	AR-130-90095	نسبة	noun	نِسْبَة	نِسْبَة#noun	3
39977	AR-130-90095	الأمان	noun	أَمان	أَمان#noun	1
39978	AR-130-90095	عالية	noun	عالِي	عالِي#noun	0
39979	AR-130-90095	جدا	noun	جِدّ	جِدّ#noun	3
39980	AR-130-90095	حيث	conj	حَيْثُ	حَيْثُ#conj	0
39981	AR-130-90095	ليس	verb	لَيِس	لَيِس#verb	5
39982	AR-130-90095	هناك	adv	هُناكَ	هُناكَ#adv	1
39983	AR-130-90095	أي	pron_interrog	أَيّ	أَيّ#pron_interrog	1
39984	AR-130-90095	سبب	noun	سَبَب	سَبَب#noun	1
39985	AR-130-90095	ل	prep	لِ	لِ#prep	1
39986	AR-130-90095	الخوف	noun	خَوْف	خَوْف#noun	1
39987	AR-130-90095	سواء	noun	سَواء	سَواء#noun	3
39988	AR-130-90095	كان	verb	كان	كان#verb	1
39989	AR-130-90095	على	prep	عَلَى	عَلَى#prep	1
39990	AR-130-90095	الأطفال	noun	طِفْل	طِفْل#noun	1
39991	AR-130-90095	أو	conj	أَو	أَو#conj	0
39992	AR-130-90095	كبار	noun	كَبِير	كَبِير#noun	1
39993	AR-130-90095	السن	noun	سِنّ	سِنّ#noun	1
39994	AR-130-90095	.	punc	.	.#punc	0
39995	AR-130-99351	ظهور	noun	ظُهُور	ظُهُور#noun	3
39996	AR-130-99351	الأجهزة	noun	جِهاز	جِهاز#noun	1
39997	AR-130-99351	الإلكترونية	adj	إِلِكْترُونِيّ	إِلِكْترُونِيّ#adj	2
39998	AR-130-99351	أدى	verb	أَدَّى	أَدَّى#verb	3
39999	AR-130-99351	إلى	prep	إِلَى	إِلَى#prep	1
40000	AR-130-99351	ظهور	noun	ظُهُور	ظُهُور#noun	3
40001	AR-130-99351	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40002	AR-130-99351	التواصل	noun	تَواصُل	تَواصُل#noun	3
40003	AR-130-99351	الإجتماعي,	noun_prop	الاجتماعي,	الاجتماعي,#noun_prop	0
40004	AR-130-99351	و	conj	وَ	وَ#conj	1
40005	AR-130-99351	هي	pron	هِيَ	هِيَ#pron	1
40006	AR-130-99351	تطبيقات	noun	تَطْبِيق	تَطْبِيق#noun	3
40007	AR-130-99351	يتم	verb	تَمّ	تَمّ#verb	3
40008	AR-130-99351	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
40009	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40010	AR-130-99351	ل	prep	لِ	لِ#prep	1
40011	AR-130-99351	التواصل	noun	تَواصُل	تَواصُل#noun	3
40012	AR-130-99351	مع	prep	مَع	مَع#prep	0
40013	AR-130-99351	الآخرين	adj	آخَر	آخَر#adj	1
40014	AR-130-99351	إن	abbrev	إِن	إِن#abbrev	0
40015	AR-130-99351	كان	verb	كان	كان#verb	1
40016	AR-130-99351	فردا	adv	فَرْداً	فَرْداً#adv	0
40017	AR-130-99351	من	prep	مِن	مِن#prep	1
40018	AR-130-99351	العائلة,	noun_prop	العائله,	العائله,#noun_prop	0
40019	AR-130-99351	صديق	noun_prop	صِدِّيق	صِدِّيق#noun_prop	0
40020	AR-130-99351	أو	conj	أَو	أَو#conj	0
40021	AR-130-99351	زميل	noun	زَمِيل	زَمِيل#noun	2
40022	AR-130-99351	عمل	noun	عَمَل	عَمَل#noun	1
40023	AR-130-99351	.	punc	.	.#punc	0
40024	AR-130-99351	هذه	pron_dem	هٰذا	هٰذا#pron_dem	1
40025	AR-130-99351	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40026	AR-130-99351	تأخذنا	verb	أَخَذ	أَخَذ#verb	1
40027	AR-130-99351	إلى	prep	إِلَى	إِلَى#prep	1
40028	AR-130-99351	عالم	noun	عالَم	عالَم#noun	1
40029	AR-130-99351	افتراض	noun	ٱِفْتِراض	ٱِفْتِراض#noun	3
40030	AR-130-99351	ي	abbrev	ي	ي#abbrev	0
40031	AR-130-99351	كبير	adj	كَبِير	كَبِير#adj	1
40032	AR-130-99351	و	conj	وَ	وَ#conj	1
40033	AR-130-99351	واسع	adj	واسِع	واسِع#adj	1
40034	AR-130-99351	حيث	conj	حَيْثُ	حَيْثُ#conj	0
40035	AR-130-99351	يتم	verb	تَمّ	تَمّ#verb	3
40036	AR-130-99351	تكوين	noun	تَكْوِين	تَكْوِين#noun	2
40037	AR-130-99351	مجتمعات	noun	مُجْتَمَع	مُجْتَمَع#noun	2
40038	AR-130-99351	كبيرة	adj	كَبِير	كَبِير#adj	1
40039	AR-130-99351	في	prep	فِي	فِي#prep	1
40040	AR-130-99351	هذا	pron_dem	هٰذا	هٰذا#pron_dem	1
40041	AR-130-99351	العالم	noun	عالَم	عالَم#noun	1
40042	AR-130-99351	.	punc	.	.#punc	0
40043	AR-130-99351	ل	prep	لِ	لِ#prep	1
40044	AR-130-99351	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40045	AR-130-99351	التواصل	noun	تَواصُل	تَواصُل#noun	3
40046	AR-130-99351	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
40047	AR-130-99351	آثار	noun	أَثَر	أَثَر#noun	2
40048	AR-130-99351	عديدة	adj	عَدِيد	عَدِيد#adj	3
40049	AR-130-99351	من	prep	مِن	مِن#prep	1
40050	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40051	AR-130-99351	ما	pron_rel	ما	ما#pron_rel	3
40052	AR-130-99351	هو	pron	هُوَ	هُوَ#pron	1
40053	AR-130-99351	مفيد	adj	مُفِيد	مُفِيد#adj	1
40054	AR-130-99351	و	conj	وَ	وَ#conj	1
40055	AR-130-99351	مضر,	noun_prop	مضر,	مضر,#noun_prop	0
40056	AR-130-99351	من	prep	مِن	مِن#prep	1
40057	AR-130-99351	آثار	noun	أَثَر	أَثَر#noun	2
40058	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40059	AR-130-99351	على	prep	عَلَى	عَلَى#prep	1
40060	AR-130-99351	الفرد	noun	فَرْد	فَرْد#noun	3
40061	AR-130-99351	هو	pron	هُوَ	هُوَ#pron	1
40062	AR-130-99351	توسيع	noun	تَوْسِيع	تَوْسِيع#noun	3
40063	AR-130-99351	الفكر	noun	فِكْر	فِكْر#noun	3
40064	AR-130-99351	ل	prep	لِ	لِ#prep	1
40065	AR-130-99351	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40066	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40067	AR-130-99351	تتيح	verb	أَتاح	أَتاح#verb	3
40068	AR-130-99351	فرص	noun	فُرْصَة	فُرْصَة#noun	2
40069	AR-130-99351	ل	prep	لِ	لِ#prep	1
40070	AR-130-99351	البحث	noun	بَحْث	بَحْث#noun	3
40071	AR-130-99351	و	conj	وَ	وَ#conj	1
40072	AR-130-99351	الإكتشاف,	noun_prop	الاكتشاف,	الاكتشاف,#noun_prop	0
40073	AR-130-99351	كما	conj	كَما	كَما#conj	3
40074	AR-130-99351	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40075	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40076	AR-130-99351	جعلت	verb	جَعَل	جَعَل#verb	1
40077	AR-130-99351	المهام	noun	مَهَمَّة	مَهَمَّة#noun	4
40078	AR-130-99351	اليومية	adj	يَوْمِيّ	يَوْمِيّ#adj	1
40079	AR-130-99351	أسهل	noun	أَسْهَل	أَسْهَل#noun	0
40080	AR-130-99351	في	prep	فِي	فِي#prep	1
40081	AR-130-99351	التطبيق	noun	تَطْبِيق	تَطْبِيق#noun	3
40082	AR-130-99351	مع	prep	مَع	مَع#prep	0
40083	AR-130-99351	توفير	noun	تَوْفِير	تَوْفِير#noun	2
40084	AR-130-99351	الوقت	noun	وَقْت	وَقْت#noun	1
40085	AR-130-99351	و	conj	وَ	وَ#conj	1
40086	AR-130-99351	الجهد	noun	جُهْد	جُهْد#noun	2
40087	AR-130-99351	.	punc	.	.#punc	0
40088	AR-130-99351	كما	conj	كَما	كَما#conj	3
40089	AR-130-99351	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40090	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40091	AR-130-99351	من	prep	مِن	مِن#prep	1
40092	AR-130-99351	ناحية	noun	ناحِيَة	ناحِيَة#noun	3
40093	AR-130-99351	أوسع	noun	أَوْسَع	أَوْسَع#noun	0
40094	AR-130-99351	ف	abbrev	فَ	فَ#abbrev	0
40095	AR-130-99351	قد	part_verb	قَدْ	قَدْ#part_verb	3
40096	AR-130-99351	أدت	verb	أَدّ	أَدّ#verb	5
40097	AR-130-99351	إلى	prep	إِلَى	إِلَى#prep	1
40098	AR-130-99351	تكوين	noun	تَكْوِين	تَكْوِين#noun	2
40099	AR-130-99351	علاقات	noun	عَلاقَة	عَلاقَة#noun	1
40100	AR-130-99351	جديدة	adj	جَدِيد	جَدِيد#adj	1
40101	AR-130-99351	و	conj	وَ	وَ#conj	1
40102	AR-130-99351	كثيرة	noun	كَثِير	كَثِير#noun	0
40103	AR-130-99351	بين	noun	بَيِّن	بَيِّن#noun	0
40104	AR-130-99351	أفراد	noun	فَرْد	فَرْد#noun	3
40105	AR-130-99351	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
40106	AR-130-99351	من	prep	مِن	مِن#prep	1
40107	AR-130-99351	ما	pron_rel	ما	ما#pron_rel	3
40108	AR-130-99351	أدى	verb	أَدَّى	أَدَّى#verb	3
40109	AR-130-99351	إلى	prep	إِلَى	إِلَى#prep	1
40110	AR-130-99351	انتشار	noun	ٱِنْتِشار	ٱِنْتِشار#noun	2
40111	AR-130-99351	الألفة	noun	أُلْفَة	أُلْفَة#noun	3
40112	AR-130-99351	بينهم	noun	بَيِّن	بَيِّن#noun	0
40113	AR-130-99351	.	punc	.	.#punc	0
40114	AR-130-99351	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
40115	AR-130-99351	ل	prep	لِ	لِ#prep	1
40116	AR-130-99351	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40117	AR-130-99351	التواصل	noun	تَواصُل	تَواصُل#noun	3
40118	AR-130-99351	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
40119	AR-130-99351	آثار	noun	أَثَر	أَثَر#noun	2
40120	AR-130-99351	سلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
40121	AR-130-99351	من	prep	مِن	مِن#prep	1
40122	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40123	AR-130-99351	تفكك	verb	فَكَّك	فَكَّك#verb	3
40124	AR-130-99351	الأسرة	noun	أُسْرَة	أُسْرَة#noun	1
40125	AR-130-99351	إذا	conj	إِذا	إِذا#conj	0
40126	AR-130-99351	تم	verb	تَمّ	تَمّ#verb	3
40127	AR-130-99351	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
40128	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40129	AR-130-99351	ل	prep	لِ	لِ#prep	1
40130	AR-130-99351	فترات	noun	فَتْرَة	فَتْرَة#noun	1
40131	AR-130-99351	طويلة,	noun_prop	طويله,	طويله,#noun_prop	0
40132	AR-130-99351	كما	conj	كَما	كَما#conj	3
40133	AR-130-99351	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40134	AR-130-99351	ل	prep	لِ	لِ#prep	1
40135	AR-130-99351	ها	pron_dem	ها	ها#pron_dem	5
40136	AR-130-99351	أيضا	noun	أَيْض	أَيْض#noun	4
40137	AR-130-99351	آثار	noun	أَثَر	أَثَر#noun	2
40138	AR-130-99351	على	prep	عَلَى	عَلَى#prep	1
40139	AR-130-99351	الصحة	noun	صِحَّة	صِحَّة#noun	1
40140	AR-130-99351	و	conj	وَ	وَ#conj	1
40141	AR-130-99351	خاصة	adj	خاصّ	خاصّ#adj	2
40142	AR-130-99351	العينين	noun	عَيْن	عَيْن#noun	1
40143	AR-130-99351	.	punc	.	.#punc	0
40144	AR-130-99351	و	conj	وَ	وَ#conj	1
40145	AR-130-99351	في	prep	فِي	فِي#prep	1
40146	AR-130-99351	وقت	noun	وَقْت	وَقْت#noun	1
40147	AR-130-99351	نا	noun_prop	نا	نا#noun_prop	0
40148	AR-130-99351	الحالي	adj	حالِيّ	حالِيّ#adj	3
40149	AR-130-99351	انتشرت	verb	ٱِنْتَشَر	ٱِنْتَشَر#verb	2
40150	AR-130-99351	ظاهرة	noun	ظاهِرَة	ظاهِرَة#noun	4
40151	AR-130-99351	و	conj	وَ	وَ#conj	1
40152	AR-130-99351	هي	pron	هِيَ	هِيَ#pron	1
40153	AR-130-99351	التنمر	noun_prop	التنمر	التنمر#noun_prop	0
40154	AR-130-99351	الإلكتروني	adj	إِلِكْترُونِيّ	إِلِكْترُونِيّ#adj	2
40155	AR-130-99351	و	conj	وَ	وَ#conj	1
40156	AR-130-99351	هي	pron	هِيَ	هِيَ#pron	1
40157	AR-130-99351	عبارة	noun	عِبارَة	عِبارَة#noun	2
40158	AR-130-99351	عن	prep	عَن	عَن#prep	1
40159	AR-130-99351	الإساءة	noun	إِساءَة	إِساءَة#noun	3
40160	AR-130-99351	ل	prep	لِ	لِ#prep	1
40161	AR-130-99351	الآخرين	adj	آخَر	آخَر#adj	1
40162	AR-130-99351	ب	abbrev	بِ	بِ#abbrev	0
40163	AR-130-99351	اللفظ	noun	لَفْظ	لَفْظ#noun	3
40164	AR-130-99351	و	conj	وَ	وَ#conj	1
40165	AR-130-99351	التهديد	noun	تَهْدِيد	تَهْدِيد#noun	1
40166	AR-130-99351	ب	abbrev	بِ	بِ#abbrev	0
40167	AR-130-99351	البيانات	noun	بَيان	بَيان#noun	3
40168	AR-130-99351	الخاصة	adj	خاصّ	خاصّ#adj	2
40169	AR-130-99351	عن	prep	عَن	عَن#prep	1
40170	AR-130-99351	طريق	noun	طَرِيق	طَرِيق#noun	1
40171	AR-130-99351	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40172	AR-130-99351	التواصل	noun	تَواصُل	تَواصُل#noun	3
40173	AR-130-99351	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
40174	AR-130-99351	من	prep	مِن	مِن#prep	1
40175	AR-130-99351	ما	pron_rel	ما	ما#pron_rel	3
40176	AR-130-99351	يؤدي	verb	أَدَّى	أَدَّى#verb	3
40177	AR-130-99351	في	prep	فِي	فِي#prep	1
40178	AR-130-99351	ب	abbrev	بِ	بِ#abbrev	0
40179	AR-130-99351	عض	verb	عَضّ	عَضّ#verb	1
40180	AR-130-99351	الحالات	noun	حالَة	حالَة#noun	2
40181	AR-130-99351	إلى	prep	إِلَى	إِلَى#prep	1
40182	AR-130-99351	انتحار	noun	ٱِنْتِحار	ٱِنْتِحار#noun	3
40183	AR-130-99351	اللأفراد	noun_prop	اللافراد	اللافراد#noun_prop	0
40184	AR-130-99351	.	punc	.	.#punc	0
40185	AR-030-83625	من	prep	مِن	مِن#prep	1
40186	AR-030-83625	أشهر	noun	شَهْر	شَهْر#noun	1
40187	AR-030-83625	و	conj	وَ	وَ#conj	1
40188	AR-030-83625	ساءل	verb	ساءَل	ساءَل#verb	4
40189	AR-030-83625	الاتصال	noun	ٱِتِّصال	ٱِتِّصال#noun	1
40190	AR-030-83625	ب	abbrev	بِ	بِ#abbrev	0
40191	AR-030-83625	الآخرين	adj	آخَر	آخَر#adj	1
40192	AR-030-83625	هي	pron	هِيَ	هِيَ#pron	1
40193	AR-030-83625	الاجتماعية،	noun_prop	الاجتماعيه،	الاجتماعيه،#noun_prop	0
40194	AR-130-192490	في	prep	فِي	فِي#prep	1
40195	AR-130-192490	وقت	noun	وَقْت	وَقْت#noun	1
40196	AR-130-192490	نا	noun_prop	نا	نا#noun_prop	0
40197	AR-130-192490	الحالي	adj	حالِيّ	حالِيّ#adj	3
40198	AR-130-192490	تعد	verb	عاد	عاد#verb	1
40199	AR-130-192490	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40200	AR-130-192490	التواصل	noun	تَواصُل	تَواصُل#noun	3
40201	AR-130-192490	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
40202	AR-130-192490	من	prep	مِن	مِن#prep	1
40203	AR-130-192490	أهم	noun	أَهَمّ	أَهَمّ#noun	0
40204	AR-130-192490	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40205	AR-130-192490	في	prep	فِي	فِي#prep	1
40206	AR-130-192490	جميع	noun	جَمِيع	جَمِيع#noun	0
40207	AR-130-192490	أنحاء	noun	نَحْو	نَحْو#noun	4
40208	AR-130-192490	العالم	noun	عالَم	عالَم#noun	1
40209	AR-130-192490	،	punc	،	،#punc	0
40210	AR-130-192490	حيث	conj	حَيْثُ	حَيْثُ#conj	0
40211	AR-130-192490	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40212	AR-130-192490	جميع	noun	جَمِيع	جَمِيع#noun	0
40213	AR-130-192490	الدول	noun	دَوْلَة	دَوْلَة#noun	1
40214	AR-130-192490	ل	prep	لِ	لِ#prep	1
40215	AR-130-192490	آبد	verb	بَدا	بَدا#verb	4
40216	AR-130-192490	n	noun	n	n#noun	0
40217	AR-130-192490	ل	prep	لِ	لِ#prep	1
40218	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40219	AR-130-192490	من	prep	مِن	مِن#prep	1
40220	AR-130-192490	التواصل	noun	تَواصُل	تَواصُل#noun	3
40221	AR-130-192490	عبر	noun	عَبْر	عَبْر#noun	2
40222	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40223	AR-130-192490	و	conj	وَ	وَ#conj	1
40224	AR-130-192490	أيضا	noun	أَيْض	أَيْض#noun	4
40225	AR-130-192490	جميع	noun	جَمِيع	جَمِيع#noun	0
40226	AR-130-192490	من	prep	مِن	مِن#prep	1
40227	AR-130-192490	في	prep	فِي	فِي#prep	1
40228	AR-130-192490	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
40229	AR-130-192490	يتواصلون	verb	تَواصَل	تَواصَل#verb	2
40230	AR-130-192490	ب	abbrev	بِ	بِ#abbrev	0
40231	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40232	AR-130-192490	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40233	AR-130-192490	ل	prep	لِ	لِ#prep	1
40234	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40235	AR-130-192490	جوانب	noun	جانِب	جانِب#noun	2
40236	AR-130-192490	إيجابية	adj	إِيجابِيّ	إِيجابِيّ#adj	4
40237	AR-130-192490	كثيرة	noun	كَثِير	كَثِير#noun	0
40238	AR-130-192490	و	conj	وَ	وَ#conj	1
40239	AR-130-192490	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
40240	AR-130-192490	جوانب	noun	جانِب	جانِب#noun	2
40241	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40242	AR-130-192490	السلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
40243	AR-130-192490	أكثر	adj	أَكْثَر	أَكْثَر#adj	0
40244	AR-130-192490	ف	abbrev	فَ	فَ#abbrev	0
40245	AR-130-192490	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
40246	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40247	AR-130-192490	الإيجابي	adj	إِيجابِيّ	إِيجابِيّ#adj	4
40248	AR-130-192490	هو	pron	هُوَ	هُوَ#pron	1
40249	AR-130-192490	حفظ	noun	حِفْظ	حِفْظ#noun	3
40250	AR-130-192490	الوقت	noun	وَقْت	وَقْت#noun	1
40251	AR-130-192490	و	conj	وَ	وَ#conj	1
40252	AR-130-192490	توفير	noun	تَوْفِير	تَوْفِير#noun	2
40253	AR-130-192490	ه	abbrev	ه	ه#abbrev	0
40254	AR-130-192490	و	conj	وَ	وَ#conj	1
40255	AR-130-192490	التواصل	noun	تَواصُل	تَواصُل#noun	3
40256	AR-130-192490	بين	noun	بَيِّن	بَيِّن#noun	0
40257	AR-130-192490	أفراد	noun	فَرْد	فَرْد#noun	3
40258	AR-130-192490	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
40259	AR-130-192490	ب	abbrev	بِ	بِ#abbrev	0
40260	AR-130-192490	سهولة	noun	سُهُولَة	سُهُولَة#noun	1
40261	AR-130-192490	الدراسة	noun	دِراسَة	دِراسَة#noun	1
40262	AR-130-192490	من	prep	مِن	مِن#prep	1
40263	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40264	AR-130-192490	أو	conj	أَو	أَو#conj	0
40265	AR-130-192490	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
40266	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40267	AR-130-192490	ل	prep	لِ	لِ#prep	1
40268	AR-130-192490	التجارة	noun	تِجارَة	تِجارَة#noun	1
40269	AR-130-192490	و	conj	وَ	وَ#conj	1
40270	AR-130-192490	الأعمال	noun	عَمَل	عَمَل#noun	1
40271	AR-130-192490	عبر	noun	عَبْر	عَبْر#noun	2
40272	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40273	AR-130-192490	و	conj	وَ	وَ#conj	1
40274	AR-130-192490	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
40275	AR-130-192490	إذا	conj	إِذا	إِذا#conj	0
40276	AR-130-192490	ما	pron_rel	ما	ما#pron_rel	3
40277	AR-130-192490	أتينا	verb	أَتَى	أَتَى#verb	2
40278	AR-130-192490	إلى	prep	إِلَى	إِلَى#prep	1
40279	AR-130-192490	الجوانب	noun	جانِب	جانِب#noun	2
40280	AR-130-192490	السلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
40281	AR-130-192490	و	conj	وَ	وَ#conj	1
40282	AR-130-192490	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
40283	AR-130-192490	السيئة	noun	سَيِّء	سَيِّء#noun	0
40284	AR-130-192490	ف	abbrev	فَ	فَ#abbrev	0
40285	AR-130-192490	هي	pron	هِيَ	هِيَ#pron	1
40286	AR-130-192490	من	prep	مِن	مِن#prep	1
40287	AR-130-192490	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
40288	AR-130-192490	التي	pron_rel	الَّذِي	الَّذِي#pron_rel	3
40289	AR-130-192490	تضر	verb	ضَرّ	ضَرّ#verb	1
40290	AR-130-192490	ب	abbrev	بِ	بِ#abbrev	0
40291	AR-130-192490	صحة	noun	صِحَّة	صِحَّة#noun	1
40292	AR-130-192490	نا	noun_prop	نا	نا#noun_prop	0
40293	AR-130-192490	و	conj	وَ	وَ#conj	1
40294	AR-130-192490	صحة	noun	صِحَّة	صِحَّة#noun	1
40295	AR-130-192490	أعين	noun	عَيْن	عَيْن#noun	1
40296	AR-130-192490	نا	noun_prop	نا	نا#noun_prop	0
40297	AR-130-192490	إذا	conj	إِذا	إِذا#conj	0
40298	AR-130-192490	مكثنا	verb	مَكَث	مَكَث#verb	4
40299	AR-130-192490	على	prep	عَلَى	عَلَى#prep	1
40300	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40301	AR-130-192490	وقتا	noun	وَقْت	وَقْت#noun	1
40302	AR-130-192490	طويلا	adj	طَوِيل	طَوِيل#adj	1
40303	AR-130-192490	و	conj	وَ	وَ#conj	1
40304	AR-130-192490	أيضا	noun	أَيْض	أَيْض#noun	4
40305	AR-130-192490	هناك	adv	هُناكَ	هُناكَ#adv	1
40306	AR-130-192490	تنمر	verb	نَمَّر	نَمَّر#verb	4
40307	AR-130-192490	أو	conj	أَو	أَو#conj	0
40308	AR-130-192490	مشاكل	noun	مُشْكِلَة	مُشْكِلَة#noun	1
40309	AR-130-192490	أخرى	adj	أُخْرَى	أُخْرَى#adj	3
40310	AR-130-192490	و	conj	وَ	وَ#conj	1
40311	AR-130-192490	اختطافات	noun	ٱِخْتِطاف	ٱِخْتِطاف#noun	2
40312	AR-130-192490	و	conj	وَ	وَ#conj	1
40313	AR-130-192490	أمور	noun	أَمْر	أَمْر#noun	2
40314	AR-130-192490	جدية	adj	جِدِّيّ	جِدِّيّ#adj	2
40315	AR-130-192490	تحدث	verb	تَحَدَّث	تَحَدَّث#verb	1
40316	AR-130-192490	من	prep	مِن	مِن#prep	1
40317	AR-130-192490	هذه	pron_dem	هٰذا	هٰذا#pron_dem	1
40318	AR-130-192490	المواقع	noun	مَوْقِع	مَوْقِع#noun	2
40319	AR-130-192490	حيث	conj	حَيْثُ	حَيْثُ#conj	0
40320	AR-130-192490	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
40321	AR-130-192490	هناك	adv	هُناكَ	هُناكَ#adv	1
40322	AR-130-192490	أعمارا	noun	عُمْر	عُمْر#noun	1
40323	AR-130-192490	صغيرة	noun	صَغِير	صَغِير#noun	1
40324	AR-130-192490	أو	conj	أَو	أَو#conj	0
40325	AR-130-192490	من	prep	مِن	مِن#prep	1
40326	AR-130-192490	هم	pron	هُم	هُم#pron	2
40327	AR-130-192490	قليلوا	noun_prop	قليلوا	قليلوا#noun_prop	0
40328	AR-130-192490	الوعي	noun	وَعْي	وَعْي#noun	3
40329	AR-130-192490	يستخدمون	verb	ٱِسْتَخْدَم	ٱِسْتَخْدَم#verb	1
40330	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40331	AR-130-192490	ب	abbrev	بِ	بِ#abbrev	0
40332	AR-130-192490	طرق	noun	طَرِيق	طَرِيق#noun	1
40333	AR-130-192490	خاطئة	adj	خاطِئ	خاطِئ#adj	1
40334	AR-130-192490	و	conj	وَ	وَ#conj	1
40335	AR-130-192490	مضرة	adj	مُضِرّ	مُضِرّ#adj	1
40336	AR-130-192490	و	conj	وَ	وَ#conj	1
40337	AR-130-192490	هناك	adv	هُناكَ	هُناكَ#adv	1
40338	AR-130-192490	الكثير	noun	كَثِير	كَثِير#noun	0
40339	AR-130-192490	من	prep	مِن	مِن#prep	1
40340	AR-130-192490	المشاكل	noun	مُشْكِلَة	مُشْكِلَة#noun	1
40341	AR-130-192490	الأسرية	noun	سَرِيّ	سَرِيّ#noun	5
40342	AR-130-192490	و	conj	وَ	وَ#conj	1
40343	AR-130-192490	تفكك	verb	فَكَّك	فَكَّك#verb	3
40344	AR-130-192490	العلاقات	noun	عَلاقَة	عَلاقَة#noun	1
40345	AR-130-192490	و	conj	وَ	وَ#conj	1
40346	AR-130-192490	غير	noun	غَيْر	غَيْر#noun	2
40347	AR-130-192490	ها	pron_dem	ها	ها#pron_dem	5
40348	AR-130-192490	الكثير	noun	كَثِير	كَثِير#noun	0
40349	AR-130-192490	و	conj	وَ	وَ#conj	1
40350	AR-130-192490	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
40351	AR-130-192490	ل	prep	لِ	لِ#prep	1
40352	AR-130-192490	جميع	noun	جَمِيع	جَمِيع#noun	0
40353	AR-130-192490	الأشياء	noun	شَيْء	شَيْء#noun	1
40354	AR-130-192490	جوانب	noun	جانِب	جانِب#noun	2
