	Document	Raw	Corrected	Operation	errors	readability
27592	AR-130-96682	يأتي	يأتي	NO_CHANGE	0	2
27593	AR-130-96682	دور	دور	NO_CHANGE	0	3
27594	AR-130-96682	الفرد	الفرد	NO_CHANGE	0	3
27595	AR-130-96682	في	في	NO_CHANGE	0	1
27596	AR-130-96682	استخدام	استخدام	NO_CHANGE	0	1
27597	AR-130-96682	الشيء	الشيء	NO_CHANGE	0	1
27598	AR-130-96682	باتّزان.	باتزان.	EDIT	5	0
27599	AR-130-96682	إنّ	إن	EDIT	1	0
27600	AR-130-96682	وسائل	وسائل	NO_CHANGE	0	2
27601	AR-130-96682	التواصل	التواصل	NO_CHANGE	0	3
27602	AR-130-96682	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27603	AR-130-96682	أفادة	أفادت	EDIT	1	4
27604	AR-130-96682	شتّى	شتى	EDIT	2	4
27605	AR-130-96682	البشر،	البشر،	NO_CHANGE	0	0
27606	AR-130-96682	فقد	فقد	NO_CHANGE	0	3
27607	AR-130-96682	أصبح	أصبح	NO_CHANGE	0	2
27608	AR-130-96682	من	من	NO_CHANGE	0	1
27609	AR-130-96682	الممكن	الممكن	NO_CHANGE	0	1
27610	AR-130-96682	أن	أن	NO_CHANGE	0	2
27611	AR-130-96682	ترى	ترى	NO_CHANGE	1	5
27612	AR-130-96682	وتطمئن	وتطمئن	NO_CHANGE	0	3
27613	AR-130-96682	على	على	NO_CHANGE	0	1
27614	AR-130-96682	أخاك	أخيك	EDIT	0	1
27615	AR-130-96682	الّذي	الذي	EDIT	3	3
27616	AR-130-96682	سافر	سافر	NO_CHANGE	0	1
27617	AR-130-96682	ليدرس	ليدرس	NO_CHANGE	0	1
27618	AR-130-96682	في	في	NO_CHANGE	0	1
27619	AR-130-96682	دولة	دولة	NO_CHANGE	0	1
27620	AR-130-96682	بعيدة	بعيدة	NO_CHANGE	0	1
27621	AR-130-96682	وأنت	وأنت	NO_CHANGE	0	1
27622	AR-130-96682	في	في	NO_CHANGE	0	1
27623	AR-130-96682	صالة	صالة	NO_CHANGE	0	1
27624	AR-130-96682	منزلك،	منزلك،	NO_CHANGE	0	0
27625	AR-130-96682	وتستطيع	وتستطيع	NO_CHANGE	0	1
27626	AR-130-96682	أن	أن	NO_CHANGE	0	2
27627	AR-130-96682	تسمع	تسمع	NO_CHANGE	0	1
27628	AR-130-96682	أخبار	أخبار	NO_CHANGE	0	1
27629	AR-130-96682	العالم	العالم	NO_CHANGE	0	1
27630	AR-130-96682	بكبسة	بكبسة	NO_CHANGE	1	4
27631	AR-130-96682	زر،	زر،	NO_CHANGE	0	0
27632	AR-130-96682	وغيرها	وغيرها	NO_CHANGE	0	2
27633	AR-130-96682	الكثير	الكثير	NO_CHANGE	0	0
27634	AR-130-96682	من	من	NO_CHANGE	0	1
27635	AR-130-96682	الأشياء	الأشياء	NO_CHANGE	0	1
27636	AR-130-96682	الجميلة	الجميلة	NO_CHANGE	0	1
27637	AR-130-96682	والمفيدة	والمفيدة	NO_CHANGE	0	1
27638	AR-130-96682	الّتي	التي	EDIT	3	3
27639	AR-130-96682	تستطيع	تستطيع	NO_CHANGE	0	1
27640	AR-130-96682	أن	أن	NO_CHANGE	0	2
27641	AR-130-96682	تفعلها	تفعلها	NO_CHANGE	0	1
27642	AR-130-96682	إذا	إذا	NO_CHANGE	0	0
27643	AR-130-96682	باستخدامك	باستخدامك	NO_CHANGE	0	1
27644	AR-130-96682	لوسائل	لوسائل	NO_CHANGE	0	2
27645	AR-130-96682	التواصل	التواصل	NO_CHANGE	0	3
27646	AR-130-96682	الاجتماعي،	الاجتماعي.	EDIT	0	0
27647	AR-130-96682	ولكن	ولكن	NO_CHANGE	0	0
27648	AR-130-96682	هناك	هناك	NO_CHANGE	0	1
27649	AR-130-96682	من	من	NO_CHANGE	0	1
27650	AR-130-96682	يسيء	يسيء	NO_CHANGE	0	2
27651	AR-130-96682	استخدامها.	استخدامها،	EDIT	0	0
27652	AR-130-96682	فهناك	فهناك	NO_CHANGE	0	1
27653	AR-130-96682	من	من	NO_CHANGE	0	1
27654	AR-130-96682	استخدموا	استخدموا	NO_CHANGE	0	1
27655	AR-130-96682	هذه	هذه	NO_CHANGE	0	1
27656	AR-130-96682	التكنلوجيا	التكنولوجيا	EDIT	0	0
27657	AR-130-96682	لعمل	لعمل	NO_CHANGE	0	1
27658	AR-130-96682	السوء،	السوء،	NO_CHANGE	0	0
27659	AR-130-96682	فمنهم	فمنهم	NO_CHANGE	0	1
27660	AR-130-96682	من	من	NO_CHANGE	0	1
27661	AR-130-96682	ينشر	ينشر	NO_CHANGE	0	2
27662	AR-130-96682	الإشاعات	الإشاعات	NO_CHANGE	0	3
27663	AR-130-96682	ويشوّه	ويشوه	EDIT	2	2
27664	AR-130-96682	سمعة	سمعة	NO_CHANGE	0	3
27665	AR-130-96682	مجتمع	مجتمع	NO_CHANGE	0	2
27666	AR-130-96682	ودولة،	ودولة،	NO_CHANGE	1	0
27667	AR-130-96682	ومنهم	ومنهم	NO_CHANGE	0	1
27668	AR-130-96682	من	من	NO_CHANGE	0	1
27669	AR-130-96682	أصبح	أصبح	NO_CHANGE	0	2
27670	AR-130-96682	مدمناً	مدمنا	EDIT	1	3
27671	AR-130-96682	في	في	NO_CHANGE	0	1
27672	AR-130-96682	استخدام	استخدام	NO_CHANGE	0	1
27673	AR-130-96682	هذه	هذه	NO_CHANGE	0	1
27674	AR-130-96682	الوسائل	الوسائل	NO_CHANGE	0	2
27675	AR-130-96682	حتّى	حتى	EDIT	2	1
27676	AR-130-96682	أثّر	أثر	EDIT	2	2
27677	AR-130-96682	ذلك	ذلك	NO_CHANGE	0	2
27678	AR-130-96682	على	على	NO_CHANGE	0	1
27679	AR-130-96682	جسده	جسده	NO_CHANGE	0	1
27680	AR-130-96682	فبسبب	فبسبب	NO_CHANGE	0	1
27681	AR-130-96682	الادمان	الإدمان	EDIT	1	3
27682	AR-130-96682	أصبح	أصبح	NO_CHANGE	0	2
27683	AR-130-96682	هذا	هذا	NO_CHANGE	0	1
27684	AR-130-96682	الشخص	الشخص	NO_CHANGE	0	1
27685	AR-130-96682	كسولاً،	كسولا	EDIT	2	0
27686	AR-130-96682	لا	لا	NO_CHANGE	0	1
27687	AR-130-96682	يحب	يحب	NO_CHANGE	0	1
27688	AR-130-96682	الحركة،	الحركة،	NO_CHANGE	1	0
27689	AR-130-96682	وبتّالي	وبالتالي	EDIT	4	3
27690	AR-130-96682	سوف	سوف	NO_CHANGE	0	3
27691	AR-130-96682	يكون	يكون	NO_CHANGE	0	1
27692	AR-130-96682	أكثر	أكثر	NO_CHANGE	0	0
27693	AR-130-96682	عرضة	عرضة	NO_CHANGE	0	5
27694	AR-130-96682	للأمراض.	للأمراض.	NO_CHANGE	1	0
27695	AR-130-96682	ولذلك	ولذلك	NO_CHANGE	0	2
27696	AR-130-96682	يجب	يجب	NO_CHANGE	0	3
27697	AR-130-96682	علينا	علينا	NO_CHANGE	0	1
27698	AR-130-96682	أن	أن	NO_CHANGE	0	2
27699	AR-130-96682	نستخدم	نستخدم	NO_CHANGE	0	1
27700	AR-130-96682	هذه	هذه	NO_CHANGE	0	1
27701	AR-130-96682	الوسائل	الوسائل	NO_CHANGE	0	2
27702	AR-130-96682	بحكمة	بحكمة	NO_CHANGE	0	2
27703	AR-130-96682	وباتزّان،	وباتزان،	EDIT	4	0
27704	AR-130-96682	لأنّ	لأن	EDIT	1	2
27705	AR-130-96682	أي	أي	NO_CHANGE	0	1
27706	AR-130-96682	شيء	شيء	NO_CHANGE	0	1
27707	AR-130-96682	إذا	إذا	NO_CHANGE	0	0
27708	AR-130-96682	استخدمته	استخدمته	NO_CHANGE	0	1
27709	AR-130-96682	زيادة	زيادة	NO_CHANGE	0	1
27710	AR-130-96682	عن	عن	NO_CHANGE	0	1
27711	AR-130-96682	اللزوم	اللزوم	NO_CHANGE	0	3
27712	AR-130-96682	سوف	سوف	NO_CHANGE	0	3
27713	AR-130-96682	ينقلب	ينقلب	NO_CHANGE	0	2
27714	AR-130-96682	ضدّك.	ضدك.	EDIT	3	0
27715	AR-130-96735	في	في	NO_CHANGE	0	1
27716	AR-130-96735	هذا	هذا	NO_CHANGE	0	1
27717	AR-130-96735	العصر	العصر	NO_CHANGE	0	2
27718	AR-130-96735	الجديد	الجديد	NO_CHANGE	0	1
27719	AR-130-96735	الجميع	الجميع	NO_CHANGE	0	0
27720	AR-130-96735	مدمنون	مدمنون	NO_CHANGE	0	3
27721	AR-130-96735	على	على	NO_CHANGE	0	1
27722	AR-130-96735	الكنولجيا	التكنولوجيا	EDIT	0	0
27723	AR-130-96735	و		DELETE	2	1
27724	AR-130-96735	خصيصاً	وخصيصا	EDIT	1	5
27725	AR-130-96735	استخدام	استخدام	NO_CHANGE	0	1
27726	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27727	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27728	AR-130-96735	يوميا	يوميا	NO_CHANGE	0	1
27729	AR-130-96735	من	من	NO_CHANGE	0	1
27730	AR-130-96735	دون	دون	NO_CHANGE	0	4
27731	AR-130-96735	توقف.	توقف.	NO_CHANGE	0	0
27732	AR-130-96735	في	في	NO_CHANGE	0	1
27733	AR-130-96735	كل	كل	NO_CHANGE	0	0
27734	AR-130-96735	شيء	شيء	NO_CHANGE	0	1
27735	AR-130-96735	تتواجد	تتواجد	NO_CHANGE	0	3
27736	AR-130-96735	السلبيات	السلبيات	NO_CHANGE	0	0
27737	AR-130-96735	و		DELETE	2	1
27738	AR-130-96735	الايجابيات	والإيجابيات	EDIT	1	0
27739	AR-130-96735	و		DELETE	2	1
27740	AR-130-96735	لكن	ولكن	EDIT	0	0
27741	AR-130-96735		في	INSERT	0	0
27742	AR-130-96735	بعض	بعض	NO_CHANGE	0	1
27743	AR-130-96735	الاحيان	الأحيان	EDIT	1	3
27744	AR-130-96735	قد	قد	NO_CHANGE	0	3
27745	AR-130-96735	تتدفق	تتدفق	NO_CHANGE	0	3
27746	AR-130-96735	السلبيات	السلبيات	NO_CHANGE	0	0
27747	AR-130-96735	على	على	NO_CHANGE	0	1
27748	AR-130-96735	الايجابيات	الإيجابيات	EDIT	1	0
27749	AR-130-96735	من		DELETE	0	1
27750	AR-130-96735	ما	مما	EDIT	0	3
27751	AR-130-96735	سيجلعها	سيجعلها	EDIT	0	0
27752	AR-130-96735	اكثر	أكثر	EDIT	1	0
27753	AR-130-96735	خطرا	خطرا	NO_CHANGE	0	1
27754	AR-130-96735	على	على	NO_CHANGE	0	1
27755	AR-130-96735	المجتمع.	المجتمع.	NO_CHANGE	0	0
27756	AR-130-96735	وسائل	وسائل	NO_CHANGE	0	2
27757	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27758	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27759	AR-130-96735	هي	هي	NO_CHANGE	0	1
27760	AR-130-96735	وسيله	وسيلة	EDIT	1	2
27761	AR-130-96735	للتواصل	للتواصل	NO_CHANGE	0	3
27762	AR-130-96735	و		DELETE	2	1
27763	AR-130-96735	معرفة	ومعرفة	EDIT	0	3
27764	AR-130-96735	اخر	آخر	EDIT	1	1
27765	AR-130-96735	الاخيار	الأخبار	EDIT	1	1
27766	AR-130-96735	المهمه	المهمة	EDIT	1	4
27767	AR-130-96735	في	في	NO_CHANGE	0	1
27768	AR-130-96735	العالم.	العالم.	NO_CHANGE	0	0
27769	AR-130-96735	يمكن	يمكن	NO_CHANGE	0	3
27770	AR-130-96735	للفرد	للفرد	NO_CHANGE	0	3
27771	AR-130-96735	ان	أن	EDIT	1	2
27772	AR-130-96735	يستخدم	يستخدم	NO_CHANGE	0	1
27773	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27774	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27775	AR-130-96735	بالطريقة	بالطريقة	NO_CHANGE	0	1
27776	AR-130-96735	الصحيحة	الصحيحة	NO_CHANGE	0	1
27777	AR-130-96735	وهذا	وهذا	NO_CHANGE	0	1
27778	AR-130-96735	باتباع	باتباع	NO_CHANGE	0	4
27779	AR-130-96735	القوانين	القوانين	NO_CHANGE	0	3
27780	AR-130-96735	المطالبة.	المطالبة.	NO_CHANGE	1	0
27781	AR-130-96735	من	من	NO_CHANGE	0	1
27782	AR-130-96735	اكبر	أكبر	EDIT	1	4
27783	AR-130-96735	مخاطر	مخاطر	NO_CHANGE	0	2
27784	AR-130-96735	استخدام	استخدام	NO_CHANGE	0	1
27785	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27786	AR-130-96735	الاجتناعي	الاجتماعي	EDIT	0	0
27787	AR-130-96735	و		DELETE	2	1
27788	AR-130-96735	اكثرها	وأكثرها	EDIT	1	0
27789	AR-130-96735	عرضاً	عرضا	EDIT	1	2
27790	AR-130-96735	هي	هي	NO_CHANGE	0	1
27791	AR-130-96735	استخدام	استخدام	NO_CHANGE	0	1
27792	AR-130-96735	الاطفال	الأطفال	EDIT	1	1
27793	AR-130-96735		-	INSERT	0	0
27794	AR-130-96735	بشكل	بشكل	NO_CHANGE	0	1
27795	AR-130-96735	غير	غير	NO_CHANGE	0	2
27796	AR-130-96735	صحي	صحي	NO_CHANGE	0	1
27797	AR-130-96735		-	INSERT	0	0
27798	AR-130-96735	للتواصل	للتواصل	NO_CHANGE	0	3
27799	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27800	AR-130-96735	بالطريقة	بالطريقة	NO_CHANGE	0	1
27801	AR-130-96735	الاخاطئة	الخاطئة	EDIT	1	0
27802	AR-130-96735	من		DELETE	0	1
27803	AR-130-96735	ما	مما	EDIT	0	3
27804	AR-130-96735	يؤدي	يؤدي	NO_CHANGE	0	3
27805	AR-130-96735	الى	إلى	EDIT	1	1
27806	AR-130-96735	الكثير	الكثير	NO_CHANGE	0	0
27807	AR-130-96735	من	من	NO_CHANGE	0	1
27808	AR-130-96735	المشاكل.	المشاكل.	NO_CHANGE	0	0
27809	AR-130-96735	تتواجد	تتواجد	NO_CHANGE	0	3
27810	AR-130-96735	الكثير	الكثير	NO_CHANGE	0	0
27811	AR-130-96735	من	من	NO_CHANGE	0	1
27812	AR-130-96735	الاشياء	الأشياء	EDIT	1	1
27813	AR-130-96735	المطروحه	المطروحة	EDIT	1	4
27814	AR-130-96735	على	على	NO_CHANGE	0	1
27815	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27816	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27817	AR-130-96735	التي	التي	NO_CHANGE	0	3
27818	AR-130-96735	لا	لا	NO_CHANGE	0	1
27819	AR-130-96735	يجب	يجب	NO_CHANGE	0	3
27820	AR-130-96735	لأي	لأي	NO_CHANGE	0	1
27821	AR-130-96735	طفل	طفل	NO_CHANGE	0	1
27822	AR-130-96735	ان	أن	EDIT	1	2
27823	AR-130-96735	يراها	يراها	NO_CHANGE	0	0
27824	AR-130-96735	او	أو	EDIT	1	0
27825	AR-130-96735	يقرأها	يقرأها	NO_CHANGE	0	1
27826	AR-130-96735	ولا	ولا	NO_CHANGE	0	1
27827	AR-130-96735	تتواجد	تتواجد	NO_CHANGE	0	3
27828	AR-130-96735	امور	أمور	EDIT	1	2
27829	AR-130-96735	لمنع	لمنع	NO_CHANGE	0	2
27830	AR-130-96735	ظهور	ظهور	NO_CHANGE	0	3
27831	AR-130-96735	هذه	هذه	NO_CHANGE	0	1
27832	AR-130-96735	الاشياء	الأشياء	EDIT	1	1
27833	AR-130-96735	التي	التي	NO_CHANGE	0	3
27834	AR-130-96735	قد	قد	NO_CHANGE	0	3
27835	AR-130-96735	تضر	تضر	NO_CHANGE	0	1
27836	AR-130-96735	تفكير	تفكير	NO_CHANGE	0	1
27837	AR-130-96735	الطفل	الطفل	NO_CHANGE	0	1
27838	AR-130-96735	و		DELETE	2	1
27839	AR-130-96735	افعاله.	وأفعاله.	EDIT	0	0
27840	AR-130-96735	كما	كما	NO_CHANGE	0	3
27841	AR-130-96735	ان	أن	EDIT	1	2
27842	AR-130-96735	استخدام	استخدام	NO_CHANGE	0	1
27843	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27844	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27845	AR-130-96735	قد	قد	NO_CHANGE	0	3
27846	AR-130-96735	يظر	يضر	EDIT	0	0
27847	AR-130-96735	بالصحه	بالصحة	EDIT	1	1
27848	AR-130-96735	النظريه	النظرية	EDIT	1	4
27849	AR-130-96735	و		DELETE	2	1
27850	AR-130-96735	الجلوس	والجلوس	EDIT	0	1
27851	AR-130-96735	لوقتٍ	لوقت	EDIT	1	1
27852	AR-130-96735	طويل	طويل	NO_CHANGE	0	1
27853	AR-130-96735	للنظر	للنظر	NO_CHANGE	0	1
27854	AR-130-96735	الى	إلى	EDIT	1	1
27855	AR-130-96735	الهاتف.	الهاتف.	NO_CHANGE	0	0
27856	AR-130-96735	كما	كما	NO_CHANGE	0	3
27857	AR-130-96735	ان	أن	EDIT	1	2
27858	AR-130-96735	في	في	NO_CHANGE	0	1
27859	AR-130-96735	بعض	بعض	NO_CHANGE	0	1
27860	AR-130-96735	الاحيان	الأحيان	EDIT	1	3
27861	AR-130-96735	تتداول	تتداول	NO_CHANGE	0	4
27862	AR-130-96735	مواضيع	مواضيع	NO_CHANGE	0	1
27863	AR-130-96735	سياسيه	سياسية	EDIT	0	4
27864	AR-130-96735	بين	بين	NO_CHANGE	0	0
27865	AR-130-96735	الدول	الدول	NO_CHANGE	0	1
27866	AR-130-96735	قد	قد	NO_CHANGE	0	3
27867	AR-130-96735	يقع	يقع	NO_CHANGE	0	1
27868	AR-130-96735	الشخص	الشخص	NO_CHANGE	0	1
27869	AR-130-96735	في	في	NO_CHANGE	0	1
27870	AR-130-96735	الكثير	الكثير	NO_CHANGE	0	0
27871	AR-130-96735	من	من	NO_CHANGE	0	1
27872	AR-130-96735	المصائب	المصائب	NO_CHANGE	0	1
27873	AR-130-96735	اثناء	أثناء	EDIT	1	4
27874	AR-130-96735	طرحها	طرحها	NO_CHANGE	0	4
27875	AR-130-96735	او	أو	EDIT	1	0
27876	AR-130-96735	التعليق	التعليق	NO_CHANGE	0	2
27877	AR-130-96735	عليها.	عليها.	NO_CHANGE	0	0
27878	AR-130-96735	لهذا	لهذا	NO_CHANGE	0	1
27879	AR-130-96735	يجب	يجب	NO_CHANGE	0	3
27880	AR-130-96735	على	على	NO_CHANGE	0	1
27881	AR-130-96735	الافرد	الفرد	EDIT	0	0
27882	AR-130-96735	ان	أن	EDIT	1	2
27883	AR-130-96735	يكون	يكون	NO_CHANGE	0	1
27884	AR-130-96735	واعياً	واعيا	EDIT	1	3
27885	AR-130-96735	على	على	NO_CHANGE	0	1
27886	AR-130-96735	هذه	هذه	NO_CHANGE	0	1
27887	AR-130-96735	المخاطر	المخاطر	NO_CHANGE	0	2
27888	AR-130-96735	و		DELETE	2	1
27889	AR-130-96735	عليه	وعليه	EDIT	0	1
27890	AR-130-96735	ان	أن	EDIT	1	2
27891	AR-130-96735	يعرف	يعرف	NO_CHANGE	0	1
27892	AR-130-96735	مدى	مدى	NO_CHANGE	0	4
27893	AR-130-96735	اهميتها	أهميتها	EDIT	1	2
27894	AR-130-96735	لعدم	لعدم	NO_CHANGE	0	4
27895	AR-130-96735	الوقوع	الوقوع	NO_CHANGE	0	3
27896	AR-130-96735	في	في	NO_CHANGE	0	1
27897	AR-130-96735	هذه	هذه	NO_CHANGE	0	1
27898	AR-130-96735	الاخطاء	الأخطاء	EDIT	1	1
27899	AR-130-96735	و		DELETE	2	1
27900	AR-130-96735	استخدام	واستخدام	EDIT	0	1
27901	AR-130-96735	التواصل	التواصل	NO_CHANGE	0	3
27902	AR-130-96735	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
27903	AR-130-96735	بشكل	بشكل	NO_CHANGE	0	1
27904	AR-130-96735	صحيح.	صحيح.	NO_CHANGE	0	0
27905	AR-130-96882	في	في	NO_CHANGE	0	1
27906	AR-130-96882	عام	عام	NO_CHANGE	0	2
27907	AR-130-96882	٢٠١٩	٢٠١٩	NO_CHANGE	0	0
27908	AR-130-96882	اطلق	أطلق	EDIT	1	2
27909	AR-130-96882	صاحب	صاحب	NO_CHANGE	0	1
27910	AR-130-96882	سمو	السمو	EDIT	0	0
27911	AR-130-96882	الشيخ	الشيخ	NO_CHANGE	0	0
27912	AR-130-96882	محمد	محمد	NO_CHANGE	0	0
27913	AR-130-96882	بن	بن	NO_CHANGE	0	0
27914	AR-130-96882	راشد	راشد	NO_CHANGE	0	0
27915	AR-130-96882	ال	آل	EDIT	0	1
27916	AR-130-96882	مكتوم	مكتوم	NO_CHANGE	0	0
27917	AR-130-96882		على	INSERT	0	0
27918	AR-130-96882	لهذا	هذا	EDIT	0	1
27919	AR-130-96882	العام	العام	NO_CHANGE	0	3
27920	AR-130-96882	بآسم	اسم	EDIT	1	1
27921	AR-130-96882	عام	عام	NO_CHANGE	0	2
27922	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27923	AR-130-96882	لتعزيز	لتعزيز	NO_CHANGE	0	3
27924	AR-130-96882	و		DELETE	2	1
27925	AR-130-96882	ترسيخ	وترسيخ	EDIT	0	4
27926	AR-130-96882	معنى	معنى	NO_CHANGE	0	1
27927	AR-130-96882	التسامع	التسامح	EDIT	0	0
27928	AR-130-96882	لدى	لدى	NO_CHANGE	0	3
27929	AR-130-96882	افراد	أفراد	EDIT	1	3
27930	AR-130-96882	مجتمع	مجتمع	NO_CHANGE	0	2
27931	AR-130-96882	الإمارات	الإمارات	NO_CHANGE	1	3
27932	AR-130-96882	العربية	العربية	NO_CHANGE	0	0
27933	AR-130-96882	التحدة	المتحدة،	EDIT	2	0
27934	AR-130-96882	وحرصه	وحرصه	NO_CHANGE	0	3
27935	AR-130-96882	على	على	NO_CHANGE	0	1
27936	AR-130-96882	نشر	نشر	NO_CHANGE	0	3
27937	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27938	AR-130-96882	بين	بين	NO_CHANGE	0	0
27939	AR-130-96882	الناس.	الناس.	NO_CHANGE	0	0
27940	AR-130-96882	اصدرت	أصدرت	EDIT	1	3
27941	AR-130-96882	الكثير	الكثير	NO_CHANGE	0	0
27942	AR-130-96882	من	من	NO_CHANGE	0	1
27943	AR-130-96882	المحاضرات	المحاضرات	NO_CHANGE	0	4
27944	AR-130-96882	و		DELETE	2	1
27945	AR-130-96882	المجلات	والمجلات	EDIT	0	1
27946	AR-130-96882	ذكر	ذكر	NO_CHANGE	0	2
27947	AR-130-96882	اهمية	أهمية	EDIT	1	2
27948	AR-130-96882	التسامح	التسامح،	EDIT	0	1
27949	AR-130-96882	كما	كما	NO_CHANGE	0	3
27950	AR-130-96882	ان	أن	EDIT	1	2
27951	AR-130-96882	الكثير	الكثير	NO_CHANGE	0	0
27952	AR-130-96882	في	في	NO_CHANGE	0	1
27953	AR-130-96882	المدارس	المدارس	NO_CHANGE	0	1
27954	AR-130-96882	اطلقت	أطلق	EDIT	1	2
27955	AR-130-96882	مبادرات	مبادرات	NO_CHANGE	0	5
27956	AR-130-96882	عن	عن	NO_CHANGE	0	1
27957	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27958	AR-130-96882	و		DELETE	2	1
27959	AR-130-96882	تركيزها	وتركيزها	EDIT	0	3
27960	AR-130-96882	على	على	NO_CHANGE	0	1
27961	AR-130-96882	الآطفال	الأطفال	EDIT	1	1
27962	AR-130-96882	لتعزيز	لتعزيز	NO_CHANGE	0	3
27963	AR-130-96882	مفهوم	مفهوم	NO_CHANGE	0	3
27964	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27965	AR-130-96882	منذ	منذ	NO_CHANGE	0	0
27966	AR-130-96882	الصغر	الصغر	NO_CHANGE	0	3
27967	AR-130-96882	لغرس	لغرس	NO_CHANGE	0	3
27968	AR-130-96882	الحب	الحب	NO_CHANGE	0	1
27969	AR-130-96882	في	في	NO_CHANGE	0	1
27970	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27971	AR-130-96882	في	في	NO_CHANGE	0	1
27972	AR-130-96882	قلوبهم	قلوبهم.	EDIT	0	1
27973	AR-130-96882	كما	كما	NO_CHANGE	0	3
27974	AR-130-96882	ان		DELETE	1	2
27975	AR-130-96882	حرص	حرص	NO_CHANGE	0	3
27976	AR-130-96882	النبي	النبي	NO_CHANGE	0	2
27977	AR-130-96882		-	INSERT	0	0
27978	AR-130-96882	صلى	صلى	NO_CHANGE	0	1
27979	AR-130-96882	الله	الله	NO_CHANGE	0	0
27980	AR-130-96882	عليه	عليه	NO_CHANGE	0	1
27981	AR-130-96882	وسلم	وسلم	NO_CHANGE	0	2
27982	AR-130-96882		-	INSERT	0	0
27983	AR-130-96882	على	على	NO_CHANGE	0	1
27984	AR-130-96882	التسامح	التسامح	NO_CHANGE	0	1
27985	AR-130-96882	و		DELETE	2	1
27986	AR-130-96882	كان	وكان	EDIT	0	1
27987	AR-130-96882	يمتاز	يمتاز	NO_CHANGE	0	3
27988	AR-130-96882	بهذه	بهذه	NO_CHANGE	0	1
27989	AR-130-96882	الصفة	الصفة	NO_CHANGE	0	2
27990	AR-130-96882	رغم	رغم	NO_CHANGE	0	3
27991	AR-130-96882	مواجهته	مواجهته	NO_CHANGE	0	2
27992	AR-130-96882	للكثير	للكثير	NO_CHANGE	0	0
27993	AR-130-96882	من	من	NO_CHANGE	0	1
27994	AR-130-96882	الصعوبات	الصعوبات	NO_CHANGE	0	2
27995	AR-130-96882	من	من	NO_CHANGE	0	1
27996	AR-130-96882	قبل	قبل	NO_CHANGE	0	4
27997	AR-130-96882	العديد	العديد	NO_CHANGE	0	3
27998	AR-130-96882	من	من	NO_CHANGE	0	1
27999	AR-130-96882	الناس	الناس.	EDIT	0	1
28000	AR-130-96882	فكان	فكان	NO_CHANGE	0	1
28001	AR-130-96882	يمتاز	يمتاز	NO_CHANGE	0	3
28002	AR-130-96882	بهذه	بهذه	NO_CHANGE	0	1
28003	AR-130-96882	الصفة	الصفة	NO_CHANGE	0	2
28004	AR-130-96882	الحميدة	الحميدة	NO_CHANGE	0	0
28005	AR-130-96882	لذلك	لذلك	NO_CHANGE	0	2
28006	AR-130-96882	اهتمت	اهتمت	NO_CHANGE	0	1
28007	AR-130-96882	دولة	دولة	NO_CHANGE	0	1
28008	AR-130-96882	الإمارات	الإمارات	NO_CHANGE	1	3
28009	AR-130-96882	و		DELETE	2	1
28010	AR-130-96882	حاكم	وحاكم	EDIT	0	2
28011	AR-130-96882	دبي	دبي	NO_CHANGE	0	0
28012	AR-130-96882	بإطلاق	بإطلاق	NO_CHANGE	0	4
28013	AR-130-96882	هذا	هذا	NO_CHANGE	0	1
28014	AR-130-96882	الأسم	الاسم	EDIT	1	1
28015	AR-130-96882	ليهتم	ليهتم	NO_CHANGE	0	1
28016	AR-130-96882	الكثير	الكثير	NO_CHANGE	0	0
28017	AR-130-96882	به	به	NO_CHANGE	0	1
28018	AR-130-96882	وتطبيقه	وتطبيقه	NO_CHANGE	0	3
28019	AR-130-96882	في	في	NO_CHANGE	0	1
28020	AR-130-96882	حياتهم	حياتهم	NO_CHANGE	0	1
28021	AR-130-96882	اليومية	اليومية،	EDIT	0	1
28022	AR-130-96882	فهية	فهي	EDIT	1	0
28023	AR-130-96882	صفو	صفة	EDIT	0	4
28024	AR-130-96882	محبوبة	محبوبة	NO_CHANGE	1	1
28025	AR-130-96882	عند	عند	NO_CHANGE	0	1
28026	AR-130-96882	الله	الله.	EDIT	0	0
28027	AR-130-96882	كما	كما	NO_CHANGE	0	3
